breed,image_path,Question,Answer,question_type
Shih-Tzu,train/Shih-Tzu/164.jpg,How much exercise does a Shih-Tzu need daily?,"To keep a Shih-Tzu in top shape, regular a mix of exercise and grooming is recommended.",care
Shih-Tzu,train/Shih-Tzu/165.jpg,What are the most recognizable personality traits of a Shih-Tzu?,"This breed exhibits a affectionate personality, thriving in urban apartments.",temperament
Shih-Tzu,train/Shih-Tzu/166.jpg,What makes a Shih-Tzu suitable or unsuitable for first-time owners?,Shih-Tzus are known for their intelligence and unwavering loyalty.,general
Shih-Tzu,train/Shih-Tzu/167.jpg,What makes a Shih-Tzu suitable or unsuitable for first-time owners?,The Shih-Tzu is unique for its blend of gentle yet alert traits.,general
Shih-Tzu,train/Shih-Tzu/168.jpg,What grooming requirements are specific to a Shih-Tzu?,"A versatile breed, the Shih-Tzu combines gentleness with strong instincts.",general
Shih-Tzu,train/Shih-Tzu/169.jpg,What unique challenges come with training a Shih-Tzu?,This breed stands out due to its athletic prowess and tracking.,general
Shih-Tzu,train/Shih-Tzu/170.jpg,How does the Shih-Tzu's coat affect its care needs?,A defining characteristic of the Shih-Tzu is its double-layered fur and a unique mask pattern.,appearance
Shih-Tzu,train/Shih-Tzu/171.jpg,How does the Shih-Tzu's coat affect its care needs?,A defining characteristic of the Shih-Tzu is its double-layered fur and striped coat.,appearance
Shih-Tzu,train/Shih-Tzu/172.jpg,How does the Shih-Tzu's temperament make it unique?,"This breed exhibits a loyal personality, thriving in suburban homes.",temperament
Shih-Tzu,train/Shih-Tzu/173.jpg,What are the defining physical features of a Shih-Tzu?,This breed stands out due to its athletic prowess and companionship.,general
Shih-Tzu,train/Shih-Tzu/174.jpg,How much exercise does a Shih-Tzu need daily?,The Shih-Tzu requires moderate activity and routine coat maintenance to stay healthy.,care
Shih-Tzu,train/Shih-Tzu/175.jpg,What makes a Shih-Tzu suitable or unsuitable for first-time owners?,This breed stands out due to its athletic prowess and tracking.,general
Shih-Tzu,train/Shih-Tzu/176.jpg,How does a Shih-Tzu perform in dog sports or work roles?,"Historically, Shih-Tzus have performed well in obedience sports.",performance
Shih-Tzu,train/Shih-Tzu/177.jpg,How does the Shih-Tzu interact with unfamiliar people and animals?,The Shih-Tzu is unique for its blend of athletic and loyal traits.,general
Shih-Tzu,train/Shih-Tzu/178.jpg,What are the defining physical features of a Shih-Tzu?,"A versatile breed, the Shih-Tzu combines adaptability with playful nature.",general
Shih-Tzu,train/Shih-Tzu/179.jpg,What makes a Shih-Tzu suitable or unsuitable for first-time owners?,The Shih-Tzu is unique for its blend of athletic and loyal traits.,general
Shih-Tzu,train/Shih-Tzu/180.jpg,How does the Shih-Tzu interact with unfamiliar people and animals?,This breed stands out due to its athletic prowess and companionship.,general
Shih-Tzu,train/Shih-Tzu/181.jpg,How does the Shih-Tzu's coat affect its care needs?,"The Shih-Tzu is famous for its wiry coat, which is intensive care.",appearance
Shih-Tzu,train/Shih-Tzu/182.jpg,How does the Shih-Tzu's coat affect its care needs?,A defining characteristic of the Shih-Tzu is its long fur and a unique mask pattern.,appearance
Shih-Tzu,train/Shih-Tzu/183.jpg,What makes a Shih-Tzu suitable or unsuitable for first-time owners?,The Shih-Tzu is unique for its blend of athletic and loyal traits.,general
Shih-Tzu,train/Shih-Tzu/184.jpg,How much exercise does a Shih-Tzu need daily?,"To keep a Shih-Tzu in top shape, regular a mix of exercise and grooming is recommended.",care
Shih-Tzu,train/Shih-Tzu/185.jpg,What makes a Shih-Tzu suitable for families?,"With its calm demeanor, the Shih-Tzu is better for solo owners.",suitability
Shih-Tzu,train/Shih-Tzu/186.jpg,How much exercise does a Shih-Tzu need daily?,Maintaining a Shih-Tzu involves daily walks and frequent coat care.,care
Shih-Tzu,train/Shih-Tzu/187.jpg,How does the Shih-Tzu's temperament make it unique?,"The Shih-Tzu is known for its gentle nature, making it better suited to experienced owners.",temperament
Shih-Tzu,train/Shih-Tzu/188.jpg,What are the defining physical features of a Shih-Tzu?,"A versatile breed, the Shih-Tzu combines adaptability with keen intelligence.",general
Shih-Tzu,train/Shih-Tzu/189.jpg,What are the historical origins of the Shih-Tzu breed?,"Historically, the Shih-Tzu was known for hunting companion in rural America.",history
Shih-Tzu,train/Shih-Tzu/190.jpg,What unique challenges come with training a Shih-Tzu?,The Shih-Tzu is unique for its blend of gentle yet alert traits.,general
Shih-Tzu,train/Shih-Tzu/191.jpg,What are the most recognizable personality traits of a Shih-Tzu?,"With a balanced disposition, the Shih-Tzu fits well with active owners.",temperament
Shih-Tzu,train/Shih-Tzu/192.jpg,What are the historical origins of the Shih-Tzu breed?,"Historically, the Shih-Tzu was known for hunting companion in central Europe.",history
Shih-Tzu,train/Shih-Tzu/193.jpg,What unique challenges come with training a Shih-Tzu?,"A versatile breed, the Shih-Tzu combines adaptability with keen intelligence.",general
Shih-Tzu,train/Shih-Tzu/194.jpg,What are the historical origins of the Shih-Tzu breed?,Shih-Tzus have a legacy of family companionship dating back to the medieval period.,history
Shih-Tzu,train/Shih-Tzu/195.jpg,What are the most recognizable personality traits of a Shih-Tzu?,"The Shih-Tzu is known for its playful nature, making it an excellent family pet.",temperament
Shih-Tzu,train/Shih-Tzu/196.jpg,What are the defining physical features of a Shih-Tzu?,Shih-Tzus are known for their intelligence and playful energy.,general
Shih-Tzu,train/Shih-Tzu/197.jpg,How does a Shih-Tzu perform in dog sports or work roles?,"With its jumping ability, the Shih-Tzu is suited for hunting tasks.",performance
Shih-Tzu,train/Shih-Tzu/198.jpg,How does the Shih-Tzu's temperament make it unique?,"This breed exhibits a intelligent personality, thriving in wide-open spaces.",temperament
Siberian Husky,train/Siberian Husky/01.jpg,What are the defining physical features of a Siberian Husky?,"A versatile breed, the Siberian Husky combines adaptability with playful nature.",general
Siberian Husky,train/Siberian Husky/02.jpg,What grooming requirements are specific to a Siberian Husky?,"A versatile breed, the Siberian Husky combines adaptability with keen intelligence.",general
Siberian Husky,train/Siberian Husky/03.jpg,What makes a Siberian Husky suitable or unsuitable for first-time owners?,"A versatile breed, the Siberian Husky combines gentleness with playful nature.",general
Siberian Husky,train/Siberian Husky/04.jpg,What unique challenges come with training a Siberian Husky?,The Siberian Husky is unique for its blend of gentle yet alert traits.,general
Siberian Husky,train/Siberian Husky/05.jpg,What unique challenges come with training a Siberian Husky?,This breed stands out due to its athletic prowess and guarding.,general
Siberian Husky,train/Siberian Husky/06.jpg,How much exercise does a Siberian Husky need daily?,The Siberian Husky requires intense activity and regular trimming to stay healthy.,care
Siberian Husky,train/Siberian Husky/07.jpg,What are the historical origins of the Siberian Husky breed?,Siberian Huskys have a legacy of family companionship dating back to the medieval period.,history
Siberian Husky,train/Siberian Husky/08.jpg,What makes a Siberian Husky suitable or unsuitable for first-time owners?,Siberian Huskys are known for their endurance and intuitive nature.,general
Siberian Husky,train/Siberian Husky/09.jpg,How much exercise does a Siberian Husky need daily?,Maintaining a Siberian Husky involves frequent exercise sessions and frequent coat care.,care
Siberian Husky,train/Siberian Husky/10.jpg,What grooming requirements are specific to a Siberian Husky?,This breed stands out due to its athletic prowess and tracking.,general
Siberian Husky,train/Siberian Husky/11.jpg,What are the historical origins of the Siberian Husky breed?,"Historically, the Siberian Husky was known for livestock guardian in the Far East.",history
Siberian Husky,train/Siberian Husky/12.jpg,How does the Siberian Husky interact with unfamiliar people and animals?,"A versatile breed, the Siberian Husky combines adaptability with strong instincts.",general
Siberian Husky,train/Siberian Husky/13.jpg,What unique challenges come with training a Siberian Husky?,"A versatile breed, the Siberian Husky combines gentleness with keen intelligence.",general
Siberian Husky,train/Siberian Husky/14.jpg,What are the most recognizable personality traits of a Siberian Husky?,"Siberian Huskys are generally curious, which makes them prefer quiet environments.",temperament
Siberian Husky,train/Siberian Husky/15.jpg,What are the most recognizable personality traits of a Siberian Husky?,"Siberian Huskys are generally reserved, which makes them prefer quiet environments.",temperament
Siberian Husky,train/Siberian Husky/16.jpg,What are the defining physical features of a Siberian Husky?,Siberian Huskys are known for their endurance and playful energy.,general
Siberian Husky,train/Siberian Husky/17.jpg,What grooming requirements are specific to a Siberian Husky?,This breed stands out due to its keen senses and companionship.,general
Siberian Husky,train/Siberian Husky/18.jpg,How does the Siberian Husky's coat affect its care needs?,"This breed stands out due to its 15 inches, 50 lbs, and feathered coat.",appearance
Siberian Husky,train/Siberian Husky/19.jpg,What unique challenges come with training a Siberian Husky?,Siberian Huskys are known for their intelligence and unwavering loyalty.,general
Siberian Husky,train/Siberian Husky/20.jpg,What are the defining physical features of a Siberian Husky?,This breed stands out due to its gentle disposition and companionship.,general
Siberian Husky,train/Siberian Husky/21.jpg,How does a Siberian Husky perform in dog sports or work roles?,The Siberian Husky excels in herding skills and is known for endurance.,performance
Siberian Husky,train/Siberian Husky/22.jpg,How does the Siberian Husky's temperament make it unique?,"Siberian Huskys are generally friendly, which makes them prefer quiet environments.",temperament
Siberian Husky,train/Siberian Husky/23.jpg,What are the defining physical features of a Siberian Husky?,This breed stands out due to its keen senses and companionship.,general
Siberian Husky,train/Siberian Husky/24.jpg,What are the historical origins of the Siberian Husky breed?,"Bred initially for tracking prey, the Siberian Husky became valued for acute scent detection.",history
Siberian Husky,train/Siberian Husky/25.jpg,What grooming requirements are specific to a Siberian Husky?,"A versatile breed, the Siberian Husky combines adaptability with playful nature.",general
Siberian Husky,train/Siberian Husky/26.jpg,How much exercise does a Siberian Husky need daily?,The Siberian Husky requires light activity and routine coat maintenance to stay healthy.,care
Siberian Husky,train/Siberian Husky/27.jpg,What are the most recognizable personality traits of a Siberian Husky?,"With a high-energy disposition, the Siberian Husky fits well with experienced handlers.",temperament
Siberian Husky,train/Siberian Husky/28.jpg,What grooming requirements are specific to a Siberian Husky?,"A versatile breed, the Siberian Husky combines gentleness with keen intelligence.",general
Siberian Husky,train/Siberian Husky/29.jpg,What are the most recognizable personality traits of a Siberian Husky?,"With a high-energy disposition, the Siberian Husky fits well with families with children.",temperament
Siberian Husky,train/Siberian Husky/30.jpg,What makes a Siberian Husky suitable or unsuitable for first-time owners?,The Siberian Husky is unique for its blend of athletic and loyal traits.,general
Siberian Husky,train/Siberian Husky/31.jpg,How does the Siberian Husky's coat affect its care needs?,"Siberian Huskys are recognized by their giant, brindle, and their curly tail.",appearance
Siberian Husky,train/Siberian Husky/32.jpg,How much exercise does a Siberian Husky need daily?,Maintaining a Siberian Husky involves frequent exercise sessions and occasional grooming.,care
Siberian Husky,train/Siberian Husky/33.jpg,What are the most recognizable personality traits of a Siberian Husky?,"With a calm and patient disposition, the Siberian Husky fits well with experienced handlers.",temperament
Siberian Husky,train/Siberian Husky/34.jpg,How does a Siberian Husky perform in dog sports or work roles?,"With its stamina, the Siberian Husky is suited for guarding duties.",performance
Siberian Husky,train/Siberian Husky/35.jpg,What are the defining physical features of a Siberian Husky?,The Siberian Husky is unique for its blend of athletic and loyal traits.,general
Siberian Husky,train/Siberian Husky/36.jpg,What are the defining physical features of a Siberian Husky?,This breed stands out due to its keen senses and guarding.,general
Siberian Husky,train/Siberian Husky/37.jpg,What are the defining physical features of a Siberian Husky?,"A versatile breed, the Siberian Husky combines adaptability with playful nature.",general
Siberian Husky,train/Siberian Husky/38.jpg,How does the Siberian Husky's temperament make it unique?,"This breed exhibits a intelligent personality, thriving in wide-open spaces.",temperament
Siberian Husky,train/Siberian Husky/39.jpg,What unique challenges come with training a Siberian Husky?,This breed stands out due to its athletic prowess and tracking.,general
Siberian Husky,train/Siberian Husky/40.jpg,How does the Siberian Husky's coat affect its care needs?,A defining characteristic of the Siberian Husky is its double-layered fur and striped coat.,appearance
Siberian Husky,train/Siberian Husky/41.jpg,How does the Siberian Husky's temperament make it unique?,"Siberian Huskys are generally curious, which makes them prefer quiet environments.",temperament
Siberian Husky,train/Siberian Husky/42.jpg,How does the Siberian Husky interact with unfamiliar people and animals?,The Siberian Husky is unique for its blend of agile and curious traits.,general
Siberian Husky,train/Siberian Husky/43.jpg,What makes a Siberian Husky suitable for families?,Siberian Huskys are good with children with children and in city apartments.,suitability
Siberian Husky,train/Siberian Husky/44.jpg,How does the Siberian Husky interact with unfamiliar people and animals?,"A versatile breed, the Siberian Husky combines courage with keen intelligence.",general
Siberian Husky,train/Siberian Husky/45.jpg,What makes a Siberian Husky suitable or unsuitable for first-time owners?,"A versatile breed, the Siberian Husky combines adaptability with strong instincts.",general
